[10/Jun/2014:17:53:10:000 +0000]|200.19.190.152|10.62.204.42|/Benchmarks/MultiplicaMatrizServlet|0|200.19.190.152|0
[10/Jun/2014:18:11:11:511 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3458|10.102.12.52|224
[10/Jun/2014:18:11:11:512 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2750|10.102.12.52|224
[10/Jun/2014:18:11:11:513 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3508|10.102.12.52|224
[10/Jun/2014:18:11:11:514 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1129|10.102.12.52|224
[10/Jun/2014:18:11:11:515 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2814|10.102.12.52|224
[10/Jun/2014:18:11:11:516 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2823|10.102.12.52|224
[10/Jun/2014:18:11:13:517 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1895|10.102.12.52|224
[10/Jun/2014:18:11:14:518 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|413|10.102.12.52|223
[10/Jun/2014:18:11:14:519 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3558|10.102.12.52|224
[10/Jun/2014:18:11:15:520 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4564|10.102.12.52|224
[10/Jun/2014:18:11:15:521 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4611|10.102.12.52|224
[10/Jun/2014:18:11:15:522 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4663|10.102.12.52|224
[10/Jun/2014:18:11:15:523 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1829|10.102.12.52|224
[10/Jun/2014:18:11:15:524 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1902|10.102.12.52|224
[10/Jun/2014:18:11:15:525 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3890|10.102.12.52|224
[10/Jun/2014:18:11:15:526 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2030|10.102.12.52|224
[10/Jun/2014:18:11:18:527 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6615|10.102.12.52|224
[10/Jun/2014:18:11:18:528 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4712|10.102.12.52|224
[10/Jun/2014:18:11:18:529 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4731|10.102.12.52|224
[10/Jun/2014:18:11:18:530 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6654|10.102.12.52|224
[10/Jun/2014:18:11:18:531 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4759|10.102.12.52|224
[10/Jun/2014:18:11:18:532 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2647|10.102.12.52|224
[10/Jun/2014:18:11:18:533 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2164|10.102.12.52|224
[10/Jun/2014:18:11:18:534 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6450|10.102.12.52|224
[10/Jun/2014:18:11:18:535 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|207|10.102.12.52|223
[10/Jun/2014:18:11:18:536 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|239|10.102.12.52|223
[10/Jun/2014:18:11:18:537 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3304|10.102.12.52|224
[10/Jun/2014:18:11:19:538 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4392|10.102.12.52|224
[10/Jun/2014:18:11:19:539 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4413|10.102.12.52|224
[10/Jun/2014:18:11:19:540 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4438|10.102.12.52|224
[10/Jun/2014:18:11:19:541 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4466|10.102.12.52|224
[10/Jun/2014:18:11:19:542 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4488|10.102.12.52|224
[10/Jun/2014:18:11:19:543 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3341|10.102.12.52|224
[10/Jun/2014:18:11:19:544 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2832|10.102.12.52|224
[10/Jun/2014:18:11:19:545 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4148|10.102.12.52|224
[10/Jun/2014:18:11:19:546 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2922|10.102.12.52|224
[10/Jun/2014:18:12:58:547 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:12:58:548 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|56|10.102.12.52|222
[10/Jun/2014:18:12:58:549 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|95|10.102.12.52|222
[10/Jun/2014:18:12:58:550 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|90|10.102.12.52|222
[10/Jun/2014:18:12:59:551 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|569|10.102.12.52|223
[10/Jun/2014:18:13:00:552 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|114|10.102.12.52|223
[10/Jun/2014:18:13:00:553 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|552|10.102.12.52|223
[10/Jun/2014:18:13:01:554 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|73|10.102.12.52|222
[10/Jun/2014:18:13:01:555 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|116|10.102.12.52|223
[10/Jun/2014:18:13:01:556 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|160|10.102.12.52|223
[10/Jun/2014:18:13:01:557 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|200|10.102.12.52|223
[10/Jun/2014:18:13:01:558 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2212|10.102.12.52|224
[10/Jun/2014:18:13:01:559 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|247|10.102.12.52|223
[10/Jun/2014:18:13:01:560 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1651|10.102.12.52|224
[10/Jun/2014:18:13:03:561 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|665|10.102.12.52|223
[10/Jun/2014:18:13:03:562 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|740|10.102.12.52|223
[10/Jun/2014:18:13:03:563 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|820|10.102.12.52|223
[10/Jun/2014:18:13:03:564 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|896|10.102.12.52|223
[10/Jun/2014:18:13:05:565 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2189|10.102.12.52|224
[10/Jun/2014:18:13:05:566 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1246|10.102.12.52|224
[10/Jun/2014:18:13:05:567 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1290|10.102.12.52|224
[10/Jun/2014:18:13:05:568 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1320|10.102.12.52|224
[10/Jun/2014:18:13:05:569 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1343|10.102.12.52|224
[10/Jun/2014:18:13:05:570 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|283|10.102.12.52|223
[10/Jun/2014:18:13:06:571 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|491|10.102.12.52|223
[10/Jun/2014:18:13:08:572 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|68|10.102.12.52|222
[10/Jun/2014:18:13:08:573 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|120|10.102.12.52|223
[10/Jun/2014:18:13:08:574 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3275|10.102.12.52|224
[10/Jun/2014:18:13:08:575 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3342|10.102.12.52|224
[10/Jun/2014:18:13:08:576 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3391|10.102.12.52|224
[10/Jun/2014:18:13:08:577 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3445|10.102.12.52|224
[10/Jun/2014:18:13:08:578 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|7152|10.102.12.52|224
[10/Jun/2014:18:13:09:579 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2521|10.102.12.52|224
[10/Jun/2014:18:13:09:580 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8|10.102.12.52|221
[10/Jun/2014:18:13:09:581 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2537|10.102.12.52|224
[10/Jun/2014:18:13:09:582 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2541|10.102.12.52|224
[10/Jun/2014:18:13:09:583 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2544|10.102.12.52|224
[10/Jun/2014:18:13:09:584 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4215|10.102.12.52|224
[10/Jun/2014:18:13:09:585 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1437|10.102.12.52|224
[10/Jun/2014:18:13:09:586 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|700|10.102.12.52|223
[10/Jun/2014:18:13:09:587 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|601|10.102.12.52|223
[10/Jun/2014:18:13:09:588 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|608|10.102.12.52|223
[10/Jun/2014:18:13:09:589 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|707|10.102.12.52|223
[10/Jun/2014:18:13:09:590 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|39|10.102.12.52|222
[10/Jun/2014:18:13:15:591 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4966|10.102.12.52|224
[10/Jun/2014:18:13:15:592 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|28|10.102.12.52|222
[10/Jun/2014:18:13:15:593 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|5700|10.102.12.52|224
[10/Jun/2014:18:13:15:594 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|44|10.102.12.52|222
[10/Jun/2014:18:13:15:595 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4143|10.102.12.52|224
[10/Jun/2014:18:13:15:596 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4704|10.102.12.52|224
[10/Jun/2014:18:13:15:597 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4736|10.102.12.52|224
[10/Jun/2014:18:13:15:598 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|5908|10.102.12.52|224
[10/Jun/2014:18:13:15:599 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4332|10.102.12.52|224
[10/Jun/2014:18:13:15:600 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|71|10.102.12.52|222
[10/Jun/2014:18:13:15:601 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4429|10.102.12.52|224
[10/Jun/2014:18:13:18:602 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3168|10.102.12.52|224
[10/Jun/2014:18:13:19:603 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1700|10.102.12.52|223
[10/Jun/2014:18:13:19:604 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3465|10.102.12.52|224
[10/Jun/2014:18:13:19:605 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3525|10.102.12.52|224
[10/Jun/2014:18:13:19:606 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3561|10.102.12.52|224
[10/Jun/2014:18:13:20:607 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4263|10.102.12.52|224
[10/Jun/2014:18:13:20:608 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4326|10.102.12.52|224
[10/Jun/2014:18:13:20:609 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4391|10.102.12.52|224
[10/Jun/2014:18:13:22:610 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6868|10.102.12.52|224
[10/Jun/2014:18:13:22:611 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|67|10.102.12.52|222
[10/Jun/2014:18:13:23:612 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4665|10.102.12.52|224
[10/Jun/2014:18:13:23:613 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|42|10.102.12.52|222
[10/Jun/2014:18:13:24:614 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|14567|10.102.12.52|225
[10/Jun/2014:18:13:24:615 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|5721|10.102.12.52|224
[10/Jun/2014:18:13:25:616 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|68|10.102.12.52|222
[10/Jun/2014:18:13:25:617 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|5885|10.102.12.52|224
[10/Jun/2014:18:13:26:618 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|10920|10.102.12.52|224
[10/Jun/2014:18:13:26:619 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|10992|10.102.12.52|225
[10/Jun/2014:18:13:26:620 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|11056|10.102.12.52|225
[10/Jun/2014:18:13:27:621 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8437|10.102.12.52|224
[10/Jun/2014:18:13:27:622 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|59|10.102.12.52|222
[10/Jun/2014:18:13:27:623 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|59|10.102.12.52|222
[10/Jun/2014:18:13:27:624 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|55|10.102.12.52|222
[10/Jun/2014:18:13:27:625 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|39|10.102.12.52|222
[10/Jun/2014:18:13:27:626 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|19|10.102.12.52|222
[10/Jun/2014:18:13:27:627 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8693|10.102.12.52|224
[10/Jun/2014:18:13:27:628 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8730|10.102.12.52|224
[10/Jun/2014:18:13:28:629 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12646|10.102.12.52|225
[10/Jun/2014:18:13:28:630 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12653|10.102.12.52|225
[10/Jun/2014:18:13:28:631 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12661|10.102.12.52|225
[10/Jun/2014:18:13:28:632 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12668|10.102.12.52|225
[10/Jun/2014:18:13:28:633 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|9409|10.102.12.52|224
[10/Jun/2014:18:13:28:634 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|9473|10.102.12.52|224
[10/Jun/2014:18:13:28:635 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|9548|10.102.12.52|224
[10/Jun/2014:18:13:29:636 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|13292|10.102.12.52|225
[10/Jun/2014:18:13:34:637 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|15244|10.102.12.52|225
[10/Jun/2014:18:13:34:638 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|15251|10.102.12.52|225
[10/Jun/2014:18:13:34:639 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|15390|10.102.12.52|225
[10/Jun/2014:18:13:34:640 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6011|10.102.12.52|224
[10/Jun/2014:18:13:34:641 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|7032|10.102.12.52|224
[10/Jun/2014:18:13:34:642 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|7083|10.102.12.52|224
[10/Jun/2014:18:13:34:643 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|7144|10.102.12.52|224
[10/Jun/2014:18:13:34:644 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|7206|10.102.12.52|224
[10/Jun/2014:18:13:37:645 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|14933|10.102.12.52|225
[10/Jun/2014:18:13:37:646 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|10444|10.102.12.52|225
[10/Jun/2014:18:13:45:647 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:13:46:648 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|74|10.102.12.52|222
[10/Jun/2014:18:13:46:649 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|92|10.102.12.52|222
[10/Jun/2014:18:13:47:650 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|45|10.102.12.52|222
[10/Jun/2014:18:13:47:651 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|36|10.102.12.52|222
[10/Jun/2014:18:13:47:652 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|149|10.102.12.52|223
[10/Jun/2014:18:13:47:653 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|759|10.102.12.52|223
[10/Jun/2014:18:13:48:654 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|521|10.102.12.52|223
[10/Jun/2014:18:13:48:655 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1108|10.102.12.52|224
[10/Jun/2014:18:13:48:656 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|71|10.102.12.52|222
[10/Jun/2014:18:13:49:657 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|24|10.102.12.52|222
[10/Jun/2014:18:13:49:658 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|15|10.102.12.52|222
[10/Jun/2014:18:13:50:659 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1665|10.102.12.52|224
[10/Jun/2014:18:13:50:660 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|60|10.102.12.52|222
[10/Jun/2014:18:13:50:661 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1851|10.102.12.52|224
[10/Jun/2014:18:13:50:662 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|410|10.102.12.52|223
[10/Jun/2014:18:13:50:663 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|28|10.102.12.52|222
[10/Jun/2014:18:13:52:664 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3228|10.102.12.52|224
[10/Jun/2014:18:13:52:665 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1567|10.102.12.52|224
[10/Jun/2014:18:13:52:666 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1614|10.102.12.52|224
[10/Jun/2014:18:13:53:667 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|76|10.102.12.52|222
[10/Jun/2014:18:13:53:668 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|67|10.102.12.52|222
[10/Jun/2014:18:13:53:669 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|55|10.102.12.52|222
[10/Jun/2014:18:13:54:670 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3251|10.102.12.52|224
[10/Jun/2014:18:13:54:671 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3306|10.102.12.52|224
[10/Jun/2014:18:13:54:672 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2775|10.102.12.52|224
[10/Jun/2014:18:13:55:673 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2016|10.102.12.52|224
[10/Jun/2014:18:13:56:674 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3042|10.102.12.52|224
[10/Jun/2014:18:13:56:675 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2126|10.102.12.52|224
[10/Jun/2014:18:13:56:676 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3186|10.102.12.52|224
[10/Jun/2014:18:13:56:677 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1853|10.102.12.52|224
[10/Jun/2014:18:13:56:678 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|470|10.102.12.52|223
[10/Jun/2014:18:13:56:679 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1995|10.102.12.52|224
[10/Jun/2014:18:13:56:680 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|571|10.102.12.52|223
[10/Jun/2014:18:13:56:681 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2032|10.102.12.52|224
[10/Jun/2014:18:13:56:682 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|589|10.102.12.52|223
[10/Jun/2014:18:13:56:683 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3443|10.102.12.52|224
[10/Jun/2014:18:13:56:684 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|594|10.102.12.52|223
[10/Jun/2014:18:13:56:685 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|599|10.102.12.52|223
[10/Jun/2014:18:14:00:686 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6400|10.102.12.52|224
[10/Jun/2014:18:14:00:687 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|46|10.102.12.52|222
[10/Jun/2014:18:14:00:688 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|74|10.102.12.52|222
[10/Jun/2014:18:14:00:689 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|103|10.102.12.52|223
[10/Jun/2014:18:14:00:690 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|127|10.102.12.52|223
[10/Jun/2014:18:14:00:691 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|148|10.102.12.52|223
[10/Jun/2014:18:14:00:692 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|175|10.102.12.52|223
[10/Jun/2014:18:14:00:693 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|183|10.102.12.52|223
[10/Jun/2014:18:14:00:694 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|212|10.102.12.52|223
[10/Jun/2014:18:14:01:695 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|248|10.102.12.52|223
[10/Jun/2014:18:14:01:696 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|289|10.102.12.52|223
[10/Jun/2014:18:14:01:697 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|345|10.102.12.52|223
[10/Jun/2014:18:14:01:698 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|391|10.102.12.52|223
[10/Jun/2014:18:14:02:699 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|909|10.102.12.52|223
